Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,python_yn,R_yn,spark,aws,excel
Data Scientist I,$101K - $145K (Glassdoor est.),"Data Scientist I
Who we are:
Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.
UST is a mission-driven group of over 29,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are empowered to innovate, act nimbly, and create a lasting and sustainable impact for our clients, their customers, and the communities in which we live.
With us, you’ll create a boundless impact that transforms your career—and the lives of people across the world.










Show More
Report",3.9,"UST
3.9","Santa Clara, CA","Santa Clara, CA",10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1,0,0,101,145,123.0,"UST
", CA,1,0,0,0,0,0
Data Scientist,$101K - $145K (Glassdoor est.),"Data Scientist Research & Outcomes
Ivy Rehab Network is looking to hire a Research & Outcomes Data Scientist preferably in the New Jersey/ New York territory with the ability to work remotely.
We have an exciting opportunity to join our team as a Research & Outcomes Data Scientist! In this role, the successful teammate will be responsibly integrating, analyzing, and visualizing extensive datasets to support the growth and development of Ivy Rehab’s Outcomes program and strategic approach to the utilization of healthcare data. This individual should also have a strong analytic and statistical background and be able to extract information from the database and create usable and actionable outputs. The ideal person will have a broad knowledge health care data and data products, as well as an ability to apply that knowledge to data solutions. This role will be a part of a fast-paced, results-driven environment that fosters employee growth and career development.
Show More
Report",3.6,"Ivy Rehab Physical Therapy
3.6",Remote,Remote,1001 to 5000 Employees,2003,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),-1,0,0,101,145,123.0,"Ivy Rehab Physical Therapy
",Remote,1,0,0,0,0,0
Data scientist,$106K - $167K (Glassdoor est.),"August 31, 2018
Data scientist
Job Requirements:
Conceptual understanding in Machine Learning models like Nai¨ve Bayes, K-Means, SVM, Apriori, Linear/ Logistic Regression, Neural, Random Forests, Decision Trees, K-NN along with hands-on experience in at least 2 of them
Intermediate to expert level coding skills in Python/R. (Ability to write functions, clean and efficient data manipulation are mandatory for this role)
Exposure to packages like NumPy, SciPy, Pandas, Matplotlib etc in Python or GGPlot2, dplyr, tidyR in R
Show More
Report",3.6,"Avila Trading
3.6","San Francisco, CA","San Francisco, CA",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),-1,0,0,106,167,136.5,"Avila Trading
", CA,1,1,0,0,0,0
Data Scientist,Employer Provided Salary:$83K - $104K,"General information
All posting locations: Remote, Illinois, United States of America
Job Function: 16 - Digital
Date Published: 24-Feb-2023
Ref #: R-67069
Base Salary Range: $83,400.00 - $104,200.00
Target Total Cash Range: $104,250.00 - $130,250.00
Target total cash represents this role's annualized cash earning potential at target (base salary + target bonus). Target total cash is contingent on targeted company performance achievement and individual attainment of performance goals. Therefore, target total cash is not guaranteed earnings.
Show More
Report",3.4,"Kraft Heinz Company
3.4",Illinois,Illinois,10000+ Employees,2015,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,83,104,93.5,"Kraft Heinz Company
",Illinois,1,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$80K - $110K,"The Role
We are seeking a motivated and analytical individual to join our team as an Associate Data Scientist. In this role, you will help Polco leverage data to drive impact and provide direction and insight internally and externally while also helping to manage our clients’ custom research needs. You will be responsible for data exploration, collection, and cleaning as well as analysis across a wide range of projects; some directly helping customers, others helping partners, and some helping to support business decisions and improve performance. As an Associate Data Scientist, you will work with a team of experienced professionals in a collaborative environment to analyze datasets and apply advanced statistical methods to solve complex problems.
Key Responsibilities
Show More
Report",4.8,"Polco
4.8",Wisconsin,Wisconsin,51 to 200 Employees,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,$10+ billion (USD),-1,0,1,80,110,95.0,"Polco
",Wisconsin,1,0,0,0,0,0
Data Scientist,$98K - $150K (Glassdoor est.),"The Position
Purpose:
PTE is a new organization within Roche that will catalyze the development of Roche’s manufacturing digital strategy to work towards a factory of the future. We will build a strong cross-functional and inclusive community, put the power of data into the hands of our people, further develop the Lean and Digital skills across PT, and scale up our Digital and Advanced Analytics solutions, for the benefit of our colleagues and patients.
We aim to activate data citizenship and digital mindset, revolutionize our FAIR data ecosystem and systems landscape, re-design excellent processes, and generate transformative insights. We collaborate closely with global functions to deliver impactful value to our patients.
Show More
Report",4.3,"Genentech
4.3","Vacaville, CA","Vacaville, CA",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,98,150,124.0,"Genentech
", CA,1,0,0,0,0,1
Data Scientist,Employer Provided Salary:$90K - $100K,"Company Description

Who We Are...
Based in sunny San Diego, Perfect Snacks is the company behind The Original Refrigerated Protein Bar. Offering a line of products that boast whole food ingredients and clean food credentials, Perfect Snacks is sold online and in more than 35,000 retailers nationwide. Now more than a decade since its inception, the brand has experienced rapid growth in the last few years, as consumers flock to the fridge for fresher options. Our success is attributed to the people behind the brand, who share in our family's mission: 'To nourish worldkind with a hug, good vibes and a delicious dose of fresh whole food nutrition. To us, that’s the recipe to make life a little more, well, perfect.'
Who Are We Looking For...









Show More
Report",4.6,"Perfect Snacks
4.6","San Diego, CA","San Diego, CA",51 to 200 Employees,Company - Private,Restaurants & Cafes,Restaurants & Food Service,Unknown / Non-Applicable,$10+ billion (USD),-1,0,1,90,100,95.0,"Perfect Snacks
", CA,1,0,0,0,0,0
Data Scientist,$78K - $112K (Glassdoor est.),"The Data Scientist responsibility is to develop, enhance, and implement predictive models and data methodologies for syndicated and custom targeting solutions. The Data Scientist is the Subject Matter Expert and will collaborate with a team of other skilled and experienced Data Scientists, Data Engineers, and Analysts to create quality data products and deliver useful insights for Claritas clients.

Primary Responsibilities
Develop and implement predictive models and machine learning algorithms to support ongoing data products
Support new product ideas by translating them into well-posed data science problems and solving them

Show More
Report",4.1,"Claritas Llc
4.1","Cincinnati, OH","Cincinnati, OH",201 to 500 Employees,1971,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),-1,0,0,78,112,95.0,"Claritas Llc
", OH,1,0,0,0,0,0
Jr Data Scientist,$77K - $113K (Glassdoor est.),"PacArctic,LLC, a Koniag Government Services company, is seeking an experienced Jr Data Scientist with a Secret Clearance to support PAC and our government customer in Washington, DC.
We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more.

Essential Functions, Responsibilities & Duties may include, but are not limited to:
Support research, analysis, and tracking OBO’s HR function milestones and metrics.
Using data collected in the study, assist the government to identify findings and recommendations of this assessment that will streamline the customer’s functions/products, maximize efficiencies, and provide a concrete structural blueprint for the delivery of HR services in a cost-effective manner that optimizes the customer’s long and short-term service goals.






Show More
Report",4.0,"PacArctic LLC
4.0","Washington, DC","Washington, DC",501 to 1000 Employees,Company - Public,Unknown / Non-Applicable,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),-1,0,0,77,113,95.0,"PacArctic LLC
", DC,1,0,0,0,0,0
Applied Scientist - Ad Market Dynamic (Remote),Employer Provided Salary:$106K - $235K,"Summary
Yelp engineering culture is driven by our values: we’re a cooperative team that values individual authenticity and encourages creative solutions to problems. All new engineers deploy working code their first week, and we strive to broaden individual impact with support from managers, mentors, and teams. At the end of the day, we’re all about helping our users, growing as engineers, and having fun in a collaborative environment.
Are you passionate about applying statistical modeling, machine learning, algorithm design, and experimentation to make high-quality, high-impact solutions? Do you want to help local businesses grow and succeed? Yelp's Ads group works on challenging, multi-disciplinary problems at scale—spanning machine learning, data structures & algorithms, optimization, statistics and distributed systems—with the goal of creating a healthy, valued marketplace between customers and advertisers.




Show More
Report",3.5,"Yelp
3.5",Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,106,235,170.5,"Yelp
",Remote,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $105K,"Job Summary
Under minimal supervision, supports gathering business requirements, identifying data sources, conducting data and statistical analyses, developing systems, and assisting with the visualization and reporting functions of the Denver Public Health (DPH) Department. Responsible for development, implementation, evaluation, data extraction and analysis programming, visualization, and reporting activities related to assigned projects and workgroups. Demonstrates technical and conceptual skills necessary to develop system solutions for Public Health projects using appropriate data systems. Provides support in database design and architecture, database management, and data modeling for the creation and integration of various Public Health data sources. Performs data integration and interoperability through the identification, acquisition, and aggregation of disparate data sets. Participates and supports project lifecycles through project management and process improvement activities. Assists Public Health clinical and administrative staff with complex systems issues related to data analysis and reporting activities. Coordinates relevant efforts with other Denver Health departments when appropriate.














Show More
Report",3.6,"Denver Health
3.6","Denver, CO","Denver, CO",5001 to 10000 Employees,1860,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),-1,0,1,70,105,87.5,"Denver Health
", CO,1,0,0,0,0,0
"Data Scientist II, Associate",$78K - $109K (Glassdoor est.),"AbbVie’s Operations Business Insights (OBI) group is continuously innovating to transform AbbVie operations organization to enable the use of data and analytics to drive world-class innovation, performance, and agility across many functional areas.
We are looking for an Associate Data Scientist with entry-level experience in Software Engineering and Data Engineering who aspire to further advance in Data Science skills.
The Associate Data Scientist will assist in bringing machine learning solutions to life by translating business requirements into deployable applications, using complex SQL queries for data query and writing efficient R/Python codes.

Responsibilities:





Show More
Report",3.9,"ABBVIE
3.9","Crystal Lake, IL","Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,78,109,93.5,"ABBVIE
", IL,1,1,0,0,0,0
Data Scientist,Employer Provided Salary:$88K - $132K,"Please email hr_business_partners@bcbsri.org if you are a candidate seeking a reasonable accommodation for the application and/or interview process.

Salary Range: $88,100 - $132,100
Type of position: Hybrid or Remote

Jump into the new world of health insurance:
At Blue Cross & Blue Shield of Rhode Island (BCBSRI), our business is healthcare. But our focus is on improving lives. Be part of a team that’s large enough to make a difference but small enough to be innovative. Work in a rapidly changing field. Take a chance to be creative. Move outside the status quo. Shape new ideas with the power of a national brand behind you.

Join others who know diversity is strength:
We appreciate and celebrate everything that makes us unique: age, national origin, citizenship status, perspectives, experiences, physical or mental disability, military status, race, ethnicity, religion, gender, sexual orientation, gender identity and/or expression. Our diversity strengthens us as an organization and helps us better serve an increasingly diverse Rhode Island population.


Research, manipulate, and interpret complex data and analyze results using machine learning, advanced statistics, trend analysis, and other artificial intelligence techniques to draw business inferences and clearly articulate findings with the target audience. Design and implement data collection systems and other methods ensuring data integrity and statistical accuracy. Collect and analyze data from multiple internal and external sources. Extract and identify relevant information from databases and systems. Mine and interpret results providing consultative feedback to various areas in order to improve service delivery and enhance program design efforts.




BCBSRI is headquartered in downtown Providence, conveniently located near the train station and bus terminal. We actively support associate well-being and work/life balance and offer the following schedules, based on role:
o. Arizona, Connecticut, Florida, Georgia, Louisiana, Maine, Massachusetts, Nevada, New Hampshire, North Carolina, Pennsylvania, Rhode Island, South Carolina, Texas, Virginia


Blue Cross & Blue Shield of Rhode Island has a COVID-19 vaccination requirement for all associates. Offers of employment are contingent on being fully vaccinated for COVID-19 or through an approved accommodation request for either a medical or religious exemption. Requests for accommodations can be made to a representative in the human resources department upon receiving an offer.

At Blue Cross & Blue Shield of Rhode Island (BCBSRI), diversity and inclusion are central to our core values and strengthen our ability to meet the challenges of today's healthcare industry. BCBSRI is an equal opportunity, affirmative action employer. We provide equal opportunities without regard to race, color, religion, gender, age, national origin, disability, veteran status, sexual orientation, genetic information and gender identity or expression.
The law requires an employer to post notices describing the Federal laws prohibiting job discrimination based on race, color, sex, national origin, religion, age, equal pay, disability, veteran status, sexual orientation, and genetic information and gender identity or expression. Please visit https://www.eeoc.gov/employers/eeo-law-poster to view the ""EEO is the Law"" poster.
Show More
Report",3.6,"Blue Cross & Blue Shield of Rhode Island
3.6","Providence, RI","Providence, RI",501 to 1000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,1,88,132,110.0,"Blue Cross & Blue Shield of Rhode Island
", RI,1,0,0,0,1,0
